Branch Code,Structural Category,New ID,emp branch English,emp dept English,emp religion,Gender - English,Date of Birth,English Position,Band,emp nationality,emp join date,Married or Not,No of Children,BASIC SALARY MTH,BASIC SALARY YEAR,HOUSING EMP YEAR,EMP TRANS,EMP GAZ,emp MOBILE,emp TRAVEL,JOB NATURE,emp FOOD,Social Insurance,current year service end value,No of Yearly Tickets,tickets value,emp Insurance value,family Insurance value,family Insurance count,emp Insurance total,emp Insurance type,ramadan akramia,Manager new
ho,Main,11112279,Dammam,Gov us,Muslim,Male,8/5/1987,Tender Award Coordinator,3,Saudi,13-Aug-15,Married,0,6000,72000,24000,13200,5760,1800,0,6000,0,8000,0,0,0,0,0,0,0,,0,11112256
HO,Main,11112280,Jeddah,Gov us,Muslim,Male,1/1/1985,Governmental Sales Collector,3,Saudi,6-Sep-15,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112292
HO,Main,11112281,Riyadh,Gov us,Muslim,Male,1/1/1978,Business Support Officer,3,Indian,2-Sep-15,Married,0,8800,105600,26400,13200,0,1800,0,0,0,11000,0,0,0,0,0,0,0,,0,11112252
HO,Main,11112282,Riyadh,Gov us,Muslim,Male,4/30/1990,Tender Award Coordinator,3,Saudi,21-Sep-14,Single,0,8050,96600,24144,13200,9600,1800,0,6000,0,10062,904.08,0,0,0,0,0,0,,0,11112246
ho,Main,11112283,Riyadh,Gov us,Muslim,Male,6/3/1993,Tender Execution Supervisor,4,Saudi,13-Oct-14,Single,0,9775,117300,29316,18000,9600,2400,0,0,0,12218,0,0,0,0,0,0,0,,0,11112248
HO,Main,11112284,Riyadh,Gov us,Muslim,Male,2/5/1986,Tender Execution Representative,3,Saudi,1-Mar-15,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112248
HO,Main,11112285,Jeddah,Gov us,Muslim,Male,3/23/1992,Tender Execution Representative,3,Saudi,10-Mar-15,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112260
HO,Main,11112286,Jeddah,Gov us,Muslim,Male,2/7/1981,Marketing Specialist,3,Saudi,1-May-15,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112250
ho,Main,11112287,Riyadh,Gov us,Muslim,Male,8/9/1989,Tender Execution Representative,3,Saudi,4-May-13,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,2589.12,0,0,0,0,0,0,,0,11112283
ho,Main,11112288,Dammam,Gov us,Muslim,Male,1/15/1984,Tender Execution Representative,3,Saudi,5-Mar-13,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,2589,0,0,0,0,0,0,,0,11112289
ho,Main,11112289,Dammam,Gov us,Muslim,Male,3/17/1987,Tender Execution Supervisor,4,Saudi,11-Feb-13,Married,0,9775,117300,29316,18000,9600,2400,0,0,0,12218,2958.96,0,0,0,0,1,0,,0,11112248
ho,Main,11112290,Jeddah,Gov us,Muslim,Male,10/13/1983,Tender Award Coordinator,3,Saudi,2-Feb-13,Single,0,6000,72000,24000,13200,5760,1800,0,6000,0,8000,2589,0,0,0,0,0,0,,0,11112256
ho,Main,11112291,HO-Jeddah,Gov us,Muslim,Male,9/6/1980,Accountant,3,Egyptian,15-Apr-12,Single,0,6000,72000,18000,13200,0,0,0,0,0,7500,3106.8,0,0,0,0,0,0,,0,11112247
HO,Main,11112292,Jeddah,Gov us,Muslim,Male,8/24/1986,Governmental Collection Supervisor,4,Saudi,6-Mar-14,Married,0,9775,117300,29316,18000,7680,2400,0,0,0,12218,2958.96,0,0,0,0,0,0,,0,11112251
ho,Main,11112293,Riyadh,Gov us,Muslim,Male,6/13/1990,Tender Execution Representative,3,Saudi,22-Dec-13,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,2268.48,0,0,0,0,0,0,,0,11112248
ho,Main,11112294,Riyadh,Gov us,Christian,Male,6/2/1969,Tender operations planner,3,Egyptian,16-Feb-14,Married,0,9775,117300,29316,13200,5760,1800,0,0,0,12218,5486.28,0,0,0,0,0,0,,0,11112245
HO,Main,11112295,Jeddah,Gov us,Muslim,Male,5/22/1991,Tender Execution Supervisor,4,Saudi,1-May-14,Married,0,9775,117300,29316,18000,9600,2400,0,0,0,12218,2589,0,0,0,0,0,0,,0,11112250
HO,Main,11112296,Dammam,Gov us,Muslim,Male,6/28/1990,Governmental Sales Collector,3,Saudi,11-Jun-14,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,2589,0,0,0,0,0,0,,0,11112325
HO,Main,11112297,Riyadh,Gov us,Muslim,Male,4/20/1992,Tender Execution Representative,3,Saudi,7-Aug-14,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,2538.96,0,0,0,0,0,0,,0,11112265
HO,Main,11112298,Riyadh,Gov us,Muslim,Male,12/11/1993,Marketing Specialist,3,Saudi,23-Aug-22,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112277
HO,Main,11112299,Jeddah,Gov us,Muslim,Male,8/27/1997,Marketing Specialist,3,Saudi,23-Aug-22,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112250
HO,Main,11112300,Riyadh,Gov us,Muslim,Female,1/25/1995,Senior Tender operations planner,3,Saudi,15-Sep-22,Single,0,7200,86400,21600,13200,7680,1800,0,0,0,9000,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112301,Riyadh,Gov us,Muslim,Male,5/31/1996,Governmental Sales Collector,3,Saudi,18-Sep-22,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112321
HO,Main,11112302,Riyadh,Gov us,Muslim,Male,6/15/1993,Governmental Collection Supervisor,4,Saudi,2-Oct-22,Married,0,7500,90000,24000,18000,7680,2400,0,0,0,9500,0,0,0,0,0,0,0,,0,11112251
HO,Main,11112303,Dammam,Gov us,Muslim,Male,9/25/1991,Governmental Sales Collector,3,Saudi,15-Sep-22,Married,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112302
ho,Main,11112304,Riyadh,Gov us,Muslim,Male,10/8/1994,Marketing Specialist,3,Saudi,10-Mar-22,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112283
HO,Main,11112305,Khamis,Gov us,Muslim,Male,2/27/1999,Marketing Specialist,3,Saudi,15-Jun-22,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112267
HO,Main,11112306,Jeddah,Gov us,Muslim,Male,7/24/1989,Marketing Specialist,3,Saudi,20-Sep-23,Single,0,6000,72000,18000,13200,7680,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11111865
HO,Main,11112307,Riyadh,Gov us,Muslim,Male,4/2/1996,Marketing Specialist,3,Saudi,17-Sep-23,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112248
HO,Main,11112308,Riyadh,Gov us,Muslim,Male,10/15/1998,Marketing Specialist,3,Saudi,17-Sep-23,Single,0,6000,72000,18000,13200,7680,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11111660
HO,Main,11112309,Riyadh,Gov us,Muslim,Male,4/29/1997,Governmental Sales Collector,3,Saudi,17-Sep-23,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112302
HO,Main,11112310,Riyadh,Gov us,Muslim,Male,7/30/1999,Accountant,3,Saudi,1-May-23,Single,0,6500,78000,19500,13200,0,0,0,0,0,8125,0,0,0,0,0,0,0,,0,11112321
HO,Main,11112311,Khamis,Gov us,Muslim,Male,1/17/1994,Marketing Specialist,3,Saudi,25-Sep-23,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112267
HO,Main,11112312,Riyadh,Gov us,Muslim,Female,2/6/2001,Tender operations planner,3,Saudi,2-Jun-24,Single,0,6900,82800,20700,13200,7680,1800,0,0,0,8625,0,0,0,0,0,0,0,,0,11112245
ho,Main,11112313,Riyadh,Gov us,Muslim,Male,9/3/2000,Accountant,3,Saudi,3-Jul-24,Single,0,6500,78000,19500,13200,0,0,0,0,0,8125,0,0,0,0,0,0,0,,0,11112321
ho,Main,11112314,Riyadh,Gov us,Muslim,Male,5/2/1993,Marketing Specialist,3,Saudi,11-Jul-24,Married,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112265
HO,Main,11112315,Riyadh,Gov us,Muslim,Male,3/16/2002,Tender Award Coordinator,3,Saudi,4-Oct-21,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112246
ho,Main,11112316,Riyadh,Gov us,Muslim,Female,5/21/1992,Senior Tender operations planner,3,Saudi,16-Nov-21,Single,0,8400,100800,25200,13200,7680,1800,0,0,0,10500,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112317,Madina,Gov us,Muslim,Male,7/6/1986,Direct Purchase Representative,3,Saudi,11-Sep-18,Single,0,6000,72000,24000,13200,9600,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11111865
HO,Main,11112318,Riyadh,Gov us,Muslim,Male,10/7/1986,Governmental Sales Collector,3,Saudi,21-Jun-20,Married,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112302
HO,Main,11112319,Khamis,Gov us,Muslim,Male,9/14/1993,Governmental Sales Collector,3,Saudi,15-Sep-20,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112292
HO,Main,11112320,Riyadh,Gov us,Muslim,Male,8/22/1994,Governmental Sales Collector,3,Saudi,7-Oct-20,Married,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112302
HO,Main,11112321,Riyadh,Gov us,Muslim,Male,6/19/1993,Senior Accountant,3,Egyptian,19-Oct-20,Married,2,7000,84000,21000,13200,5760,0,0,0,0,9250,0,0,0,0,0,0,0,,0,11112251
HO,Main,11112322,Riyadh,Gov us,Muslim,Male,6/1/1989,Senior Accountant,3,Egyptian,27-Oct-20,Single,0,6500,78000,21000,13200,0,0,0,0,0,8250,0,0,0,0,0,0,0,,0,11112247
HO,Main,11112323,Riyadh,Gov us,Muslim,Male,4/2/1998,Governmental Sales Collector,3,Saudi,16-Aug-20,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112325
HO,Main,11112324,Jeddah,Gov us,Muslim,Male,3/12/1969,Tender Execution Representative,3,Saudi,9-Sep-19,Married,0,6000,72000,24000,13200,8640,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112295
HO,Main,11112325,Riyadh,Gov us,Muslim,Male,2/14/1990,Governmental Collection Supervisor,4,Yemeni,2-Sep-18,Single,0,8500,102000,25500,18000,7680,2400,0,0,0,10625,0,0,0,0,0,0,0,,0,11112251
HO,Main,11112326,Jeddah,Gov us,Muslim,Male,12/12/1994,Tender Execution Representative,3,Saudi,2-Sep-18,Single,0,6000,72000,24000,13200,7680,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112295
HO,Main,11112327,Riyadh,Gov us,Muslim,Male,2/23/1985,Tender Operations Planner Supervisor,4,Egyptian,1-Nov-18,Single,0,10000,120000,30000,18000,9600,2400,0,0,0,12500,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112328,Riyadh,Gov us,Muslim,Male,6/2/1975,Tender Execution Representative,3,Egyptian,19-Nov-18,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112248
HO,Main,11112329,Riyadh,Gov us,Muslim,Male,4/19/1984,Tender Execution Representative,3,Saudi,29-Nov-18,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112277
HO,Main,11112330,Riyadh,Gov us,Muslim,Male,11/3/1981,Tender operations planner,3,Egyptian,2-Dec-18,Single,0,8400,100800,25200,13200,7680,1800,0,0,0,10500,0,0,0,0,0,0,0,,0,11112245
ho,Main,11112331,Riyadh,Gov us,Muslim,Male,4/21/1992,Tender Execution Representative,3,Egyptian,23-Oct-17,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112277
HO,Main,11112332,Riyadh,Gov us,Muslim,Male,6/1/1983,Tender Execution Representative,3,Saudi,15-Oct-17,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112283
ho,Main,11112333,Riyadh,Gov us,Muslim,Male,8/12/1987,Tender Award Coordinator,3,Saudi,2-Jul-17,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112256
HO,Main,11112334,Madina,Gov us,Muslim,Male,8/23/1993,Tender Execution Representative,3,Saudi,27-May-17,Married,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112260
ho,Main,11112335,Jeddah,Gov us,Muslim,Male,7/19/1998,Tender Execution Representative,3,Saudi,28-May-17,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112260
ho,Main,11112336,Riyadh,Supply Chain,Muslim,Male,1/1/1976,Data Entry,3,Egyptian,18-Apr-17,Single,0,3000,36000,9000,13200,5760,1800,0,0,0,3750,0,0,0,0,0,0,0,,0,11112244
HO,Main,11112337,Riyadh,Gov us,Muslim,Male,11/1/1985,Senior Accountant,3,Egyptian,3-Jul-18,Single,0,6500,78000,21000,13200,0,0,0,0,0,8250,0,0,0,0,0,0,0,,0,11112247
HO,Main,11112338,Jeddah,Gov us,Muslim,Male,10/7/1993,Tender Execution Representative,3,Saudi,24-May-18,Single,0,6000,72000,24000,13200,5760,1800,0,0,0,8000,0,0,0,0,0,0,0,,0,11112295
HO,Main,11112339,Jeddah,Gov us,Muslim,Male,3/13/1995,Tender Execution Representative,3,Saudi,18-Mar-18,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112260
HO,Main,11112340,Riyadh,Gov us,Muslim,Male,5/2/2004,Governmental Sales Collector,3,Saudi,21-Sep-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112325
HO,Main,11112341,Dammam,Gov us,Muslim,Male,10/22/1993,Marketing Specialist,3,Saudi,25-Sep-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112289
HO,Main,11112342,Riyadh,Gov us,Muslim,Male,5/22/2003,Accountant,3,Saudi,21-Sep-25,Single,0,5500,66000,16500,13200,0,0,0,0,0,6875,0,0,0,0,0,0,0,,0,11112251
HO,Main,11112343,Riyadh,Gov us,Muslim,Female,3/20/2002,Tender operations planner,3,Saudi,15-Sep-25,Single,0,6000,72000,18000,13200,7680,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112344,Riyadh,Gov us,Muslim,Male,2/6/1996,Tender operations planner,3,Saudi,17-Aug-25,Single,0,6000,72000,18000,13200,7680,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112345,Riyadh,Gov us,Muslim,Male,10/28/2001,Marketing Specialist,3,Saudi,7-Sep-25,Single,0,5000,60000,15000,13200,7680,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11111660
HO,Main,11112346,Riyadh,Gov us,Muslim,Female,12/9/1997,Tender operations planner,3,Saudi,25-Sep-24,Married,0,6900,82800,20700,13200,7680,0,0,0,0,8625,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112347,Riyadh,Gov us,Muslim,Male,2/9/1998,Accountant,3,Saudi,1-Jan-25,Married,0,5500,66000,24000,13200,0,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11112321
HO,Main,11112348,Riyadh,Gov us,Muslim,Female,3/10/1995,Tender operations planner,3,Saudi,19-Jan-25,Single,0,6000,72000,18000,13200,7680,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11112245
HO,Main,11112349,Riyadh,Gov us,Muslim,Male,7/5/2000,Marketing Specialist,3,Saudi,16-Mar-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112277
HO,Main,11112350,HO-Jeddah,Supply Chain,Muslim,Male,10/20/1985,Picker,1,Ethiopian,26-May-14,Single,0,2300,27600,3600,0,0,0,0,0,0,2600,986.28,0,0,0,0,0,0,,0,11112261
ho,Main,11112351,Riyadh,Supply Chain,Muslim,Male,1/1/1966,Forklift Operator,2,Bangladesh,5-Nov-97,Single,0,2350,28200,0,0,0,0,0,0,0,2741.75,2381.4,0,0,0,0,0,0,,0,11111730
ho,Main,11112352,Riyadh,Supply Chain,Muslim,Male,1/1/1967,Labor,1,Bangladesh,21-Nov-97,Single,0,1750,21000,0,0,0,0,0,3600,0,2041.73,1631.4,0,0,0,0,0,0,,0,11112261
ho,Main,11112353,Riyadh,Facility,Muslim,Male,1/1/1978,Tea Boy,1,Bangladesh,1-Aug-03,Single,0,2000,24000,6000,6000,0,0,0,0,0,2500,1479.36,0,0,0,0,0,0,,0,11112405
ho,Main,11112354,Riyadh,Supply Chain,Muslim,Male,1/12/1978,Picker,1,Bangladesh,13-Aug-03,Single,0,1800,21600,0,0,0,0,0,6000,0,2100.06,2317.8,0,0,0,0,0,0,,0,11111730
ho,Main,11112355,Riyadh,Supply Chain,Muslim,Male,1/1/1974,Forklift Operator,2,Bangladesh,27-Nov-04,Single,0,2000,24000,0,0,0,0,0,0,0,2333.4,1631.4,0,0,0,0,0,0,,0,11112261
HO,Main,11112356,Riyadh,Supply Chain,Muslim,Male,1/1/1999,Labor,1,Yemeni,30-May-23,Single,0,1500,18000,0,6000,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11112261
HO,Main,11112357,HO-Jeddah,Commercial,Muslim,Male,10/9/1963,Operations Manager,5,Egyptian,1-Aug-17,Married,2,15000,180000,45000,36000,0,3000,0,0,0,18750,0,0,0,0,0,0,0,,0,11112475
HO,Main,11112358,HO-Jeddah,Sales,Muslim,Male,8/31/1978,Business Unit Manager,6,Egyptian,15-Feb-25,Married,0,37000,444000,111000,36000,11520,3000,0,0,0,45000,0,0,0,0,0,0,0,,0,11112370
HO,Main,11112359,HO-Jeddah,Sales,Muslim,Male,6/1/1974,Business Unit Manager,6,Egyptian,1-Sep-22,Married,0,26000,312000,78000,36000,11520,3000,0,0,0,32500,0,0,0,0,0,0,0,,0,11112370
HO,Main,11112360,HO-Jeddah,Supply Chain,Muslim,Male,10/4/1991,Warehouse Control Manager,6,French,17-Oct-21,Married,1,13000,156000,39000,36000,9600,3000,0,0,0,17250,0,0,0,0,0,0,0,,0,N-1
ho,Main,11112361,HO-Jeddah,Sales,Muslim,Male,8/7/1972,Business Unit Manager,6,Egyptian,1-Jan-07,Married,2,26000,312000,78000,36000,11520,3000,0,0,0,32500,17260.2,0,0,0,0,2,0,,0,11112370
ho,Main,11112362,HO-Jeddah,Supply Chain,Muslim,Male,5/12/1973,Purchasing Manager,5,Indian,25-Dec-07,Married,3,15500,186000,46500,24000,9600,3000,0,0,0,19375,10787.64,0,0,0,0,3,0,,0,11112364
ho,Main,11112363,HO-Jeddah,Sales,Christian,Male,9/4/1971,Business Unit Manager,6,Egyptian,1-Jan-11,Married,2,26000,312000,78000,36000,11520,3000,0,0,0,32500,15246.72,0,0,0,0,3,0,,0,11112370
ho,Main,11112364,HO-Jeddah,Supply Chain,Muslim,Male,2/16/1979,Logistics Manager,6,Saudi,28-Apr-12,Married,0,12500,150000,37500,36000,9600,3000,0,0,0,15625,5054.76,0,0,0,0,0,0,,0,11112371
ho,Main,11112365,HO-Jeddah,Supply Chain,Muslim,Male,5/10/1980,Quality Manager,6,Egyptian,15-Sep-12,Married,2,16000,192000,48000,36000,11520,3000,0,0,0,20000,6410.88,0,0,0,0,0,0,,0,N-1
ho,Main,11112366,HO-Jeddah,Supply Chain,Muslim,Male,7/10/1975,Clearance Manager,6,Saudi,1-Jan-14,Married,0,16000,192000,48000,36000,9600,3000,0,0,0,20000,6287.64,0,0,0,0,0,0,,0,11112371
HO,Main,11112367,HO-Jeddah,Supply Chain,Muslim,Male,4/15/1977,Facilities Manager,6,Yemeni,7-Dec-14,Married,2,17000,204000,56004,36000,9600,3000,0,0,0,21667,0,0,0,0,0,0,0,,0,N-1
HO,Main,11112368,HO-Jeddah,Leadership,Muslim,Male,9/24/1982,Business Development Manager,6,Egyptian,3-Aug-16,Married,4,30000,360000,90000,36000,11520,3000,0,0,0,37500,0,0,0,0,0,0,0,,0,11112475
ho,Main,11112369,HO-Jeddah,Leadership,Muslim,Male,1/1/1975,Commercial Director,7,Egyptian,1-Jul-10,Married,4,35000,420000,105000,42000,11520,4800,0,0,0,43750,14928,0,0,0,0,0,0,,0,N-1
ho,Main,11112370,HO-Jeddah,Sales,Muslim,Male,10/30/1960,Sales Director,7,Egyptian,23-May-09,Married,3,42000,504000,126000,42000,11520,4800,0,0,0,46125,38794.56,0,0,0,0,2,0,,0,N-1
ho,Main,11112371,HO-Jeddah,Supply Chain,Muslim,Male,2/16/1979,Supply Chain Director,7,Saudi,1-Jan-24,Married,0,42000,504000,126000,42000,11520,4800,0,0,0,45000,0,0,0,0,0,0,0,,0,N-1
HO,Main,11112372,HO-Jeddah,Leadership,Muslim,Male,12/3/1975,Business Operations Director,7,Egyptian,18-Jun-19,Married,2,42000,504000,126000,42000,11520,4800,0,0,0,45000,0,0,0,0,0,0,0,,0,N-1
ho,Main,11112373,HO-Jeddah,Supply Chain,Muslim,Male,4/18/1985,Demand Planner,3,Saudi,27-Feb-05,Married,0,8500,102000,25500,13200,0,1800,0,0,0,10625,8486.16,0,0,0,0,0,0,,0,11112362
ho,Main,11112374,HO-Jeddah,Ops,Muslim,Male,7/12/1973,Exhibitions and Conferences Supervisor,4,Pakistani,15-Jan-04,Married,3,10000,120000,30000,18000,4800,2400,0,0,0,13562.5,9863.04,0,0,0,0,3,0,,0,11112376
ho,Main,11112375,HO-Jeddah,Supply Chain,Muslim,Male,11/7/1979,Clearance Controller,5,Saudi,1-Nov-06,Married,4,12000,144000,36000,24000,5760,3000,0,0,0,15000,10294.08,0,0,0,0,5,0,,0,11112364
ho,Main,11112376,HO-Jeddah,Leadership,Muslim,Male,1/1/1958,Business Support Supervisor,4,Sudanese,20-May-96,Married,3,11500,138000,34500,18000,4800,2400,0,0,0,14375,11095.92,0,0,0,0,3,0,,0,N-1
ho,Main,11112377,HO-Jeddah,Regulatory Affairs,Muslim,Male,1/1/1984,Regulatory Affairs Specialist,3,Yemeni,11-Dec-10,Married,2,14000,168000,42000,13200,9600,1800,0,0,0,17500,3287.4,0,0,0,0,0,0,,0,11111670
ho,Main,11112378,HO-Jeddah,Sales,Muslim,Male,2/17/1976,Business Support Supervisor,4,Egyptian,24-Feb-08,Married,2,13000,156000,42000,18000,9600,2400,0,0,0,16500,15287.64,0,0,0,0,3,0,,0,11112370
ho,Main,11112379,HO-Jeddah,Supply Chain,Muslim,Male,1/1/1976,Clearance Supervisor,4,Pakistani,8-Aug-09,Married,2,7500,90000,22500,18000,5760,2400,0,0,0,9062.5,4709.52,0,0,0,0,0,0,,0,11112269
HO,Main,11112380,HO-Jeddah,Leadership,Muslim,Male,7/9/1975,Project Associate,4,Saudi,1-Apr-16,Single,0,10500,126000,31500,18000,9600,2400,0,0,0,13125,0,0,0,0,0,0,0,,0,11112369
ho,Main,11112381,HO-Jeddah,Supply Chain,Muslim,Male,9/14/1989,Clearance Officer,3,Saudi,2-Aug-15,Single,0,8000,96000,24000,13200,7680,1800,0,0,0,10000,0,0,0,0,0,0,0,,0,11112366
HO,Main,11112382,HO-Jeddah,Ops,Muslim,Male,5/15/1983,Exhibition and Conference Coordinator,3,Pakistani,3-Aug-14,Married,2,6000,72000,18000,13200,4800,1800,0,0,0,7500,3282.36,0,0,0,0,0,0,,0,11112376
HO,Main,11112383,HO-Jeddah,Supply Chain,Muslim,Male,8/25/1987,Clearance Supervisor,4,Yemeni,1-Jan-15,Married,2,12000,144000,36000,18000,7680,2400,0,0,0,16250,0,0,0,0,0,0,0,,0,11112366
ho,Main,11112384,HO-Jeddah,Supply Chain,Muslim,Male,10/21/1970,Clearance Officer,3,Palestine,1-Apr-13,Married,3,7000,84000,21000,13200,5760,1800,0,0,0,8750,3143.88,0,0,0,0,0,0,,0,11112366
ho,Main,11112385,HO-Jeddah,Regulatory Affairs,Muslim,Male,5/25/1989,Governmental Affairs Representative,3,Saudi,2-Feb-13,Single,0,4900,58800,15000,13200,9600,1800,0,0,0,6150,3328.8,0,0,0,0,0,0,,0,11111670
ho,Main,11112386,HO-Jeddah,Supply Chain,Muslim,Male,8/25/1990,Demand Planner,3,Saudi,1-Oct-12,Single,0,8500,102000,25500,13200,0,1800,0,0,0,10625,4117.8,0,0,0,0,0,0,,0,11112362
ho,Main,11112387,HO-Jeddah,Supply Chain,Muslim,Male,11/30/1982,Clearance Supervisor,4,Saudi,5-Nov-13,Married,2,9000,108000,27000,18000,5760,2400,0,0,0,11250,3575.4,0,0,0,0,3,0,,0,11112366
ho,Main,11112388,HO-Jeddah,Supply Chain,Muslim,Male,2/24/1983,Clearance Controller,5,Saudi,18-Aug-13,Married,0,12000,144000,36000,24000,5760,3000,0,0,0,15000,5979.48,0,0,0,0,0,0,,0,11112366
ho,Main,11112389,HO-Jeddah,Supply Chain,Muslim,Male,7/23/1990,Clearance Supervisor,4,Yemeni,15-Jan-14,Married,0,11000,132000,33000,18000,7680,2400,0,0,0,15750,3082.2,0,0,0,0,0,0,,0,11112366
ho,Main,11112390,HO-Jeddah,Supply Chain,Muslim,Male,11/27/1973,Clearance Supervisor,4,Saudi,6-Mar-14,Married,0,9000,108000,27000,18000,7680,2400,0,0,0,11250,3501.36,0,0,0,0,0,0,,0,11112371
ho,Main,11112391,HO-Jeddah,Supply Chain,Muslim,Male,11/11/1989,Clearance Officer,3,Saudi,2-Dec-13,Single,0,7000,84000,21000,13200,7680,1800,0,0,0,8750,3205.56,0,0,0,0,0,0,,0,11112366
ho,Main,11112392,HO-Jeddah,Supply Chain,Muslim,Male,11/4/1988,Clearance Officer,3,Saudi,16-Feb-14,Single,0,7000,84000,21000,13200,5760,1800,0,0,0,8750,2958.84,0,0,0,0,0,0,,0,11112375
HO,Main,11112393,HO-Jeddah,Supply Chain,Muslim,Male,2/10/1980,Clearance Officer,3,Pakistani,7-May-22,Married,2,7000,84000,21000,13200,5760,1800,0,0,0,8750,0,0,0,0,0,0,0,,0,11112388
HO,Main,11112394,HO-Jeddah,Leadership,Muslim,Female,2/24/1986,Project Coordinator,3,Saudi,4-Jun-23,Single,0,5000,60000,15000,13200,4800,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11112369
HO,Main,11112395,HO-Jeddah,Leadership,Muslim,Male,4/1/1963,Marketing Specialist,3,Palestine,29-Feb-24,Single,0,5000,60000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,,0,11111147
HO,Main,11112396,HO-Jeddah,Regulatory Affairs,Muslim,Male,12/28/1998,Regulatory Affairs Specialist,3,Saudi,18-Aug-24,Single,0,11000,132000,33000,13200,4800,1800,0,0,0,13750,0,0,0,0,0,0,0,,0,11111670
HO,Main,11112397,HO-Jeddah,Supply Chain,Muslim,Male,2/9/1995,Clearance Officer,3,Sudanese,22-Jul-24,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112383
